"X","paper_doi","paper_files","paper_comment","np_core","np_shell_1","np_shell_2","np_shell_3","np_hydro_size","np_zeta","syn_description","syn_method","syn_temp","syn_pH","syn_steer","syn_atm","syn_press","syn_surf","syn_doi","xrd_scherrer_size","xrd_crystallinity","xrd_fracs","xrd_files","emic_exp_type","emic_kV","emic_scan_regime","emic_interplanar_dist","emic_size","emic_x_size","emic_y_size","emic_z_size","emic_shape","emic_files","ads_method","ads_adsorbate","ads_pore_volume","ads_density","ads_pore_size","ads_surf_area","ads_files","tox_test_type","tox_cell_line","tox_gen_tox","tox_mtt_24","tox_mtt_48","tox_mtt_72","tox_lc50","tox_noec","tox_loes","tox_live_frac","tox_apopt_frac","tox_necr_frac","squid_temp","squid_h_max","squid_sat_mag","squid_coerc_f","squid_rem_mag","squid_orient","squid_h_bias","squid_files","zfc_temp_min","zfc_temp_max","zfc_h_meas","zfc_temp_block","zfc_files","htherm_method","htherm_relax","htherm_h_amplitude","htherm_amf_freq","htherm_sar","htherm_ilp","htherm_toxicity","htherm_files","magmech_mech","magmech_h_val","magmech_mag_grad","magmech_torque","magmech_wdist","magmech_mag_type","magmech_target","magmech_target_force","mri_h_val","mri_r1","mri_r2","dds_h_val","dds_mag_grad","dds_wdist","dds_mag_type","dds_vessel","dds_velocity","dds_accumulation","mep_mep_coef","mep_h_val","mep_h_opt","mep_epsilon","mep_piezo","mep_resist"
,"https://doi.org/10.1021/acsnano.8b01048",,,"Mn0.43Fe2.57O4","Sodium citrate","","","29.32",,"We used a modified one-pot synthesis method57 to prepare MnIO (Mn:Fe = 1:6) NPs. 0.903 g of iron oleate, 0.104 g of manganese oleate, and 0.186 mL of oleic acid were mixed in 15 mL of 1-octadecene. The mixture was heated and refluxed for 2 h before cooling to room temperature. We strictly controlled the amount of sodium oleate, oleic acid, and heating temperature to prepare MnIO with different shapes. For more details, see Supporting Methods and Table S1. Then the products were separated by centrifugation, washed with ethanol for three times, and dispersed in hexane for further use. The synthesis of IO spheres is similar to the protocol except that manganese oleate was not used as one of the precursors","Polyol",,,,"",,"","https://pubs.acs.org/doi/suppl/10.1021/acsnano.8b01048/suppl_file/nn8b01048_si_001.pdf",,"","Mn0.43Fe2.57O4",,"TEM",,"",,"25",,,,"Tetrahedron","","","",,,,,,"","","",,,,,,,,,,"300","50","77.5","9","0.5",,,,,,,,,"",,,,,,,,,,,,,,,,"0.5","50.3","366.3",,,,,,,,,,,,,
,"https://doi.org/10.1021/acsnano.8b01048",,,"Mn0.43Fe2.57O4","Sodium citrate","","","29.32",,"We used a modified one-pot synthesis method57 to prepare MnIO (Mn:Fe = 1:6) NPs. 0.903 g of iron oleate, 0.104 g of manganese oleate, and 0.186 mL of oleic acid were mixed in 15 mL of 1-octadecene. The mixture was heated and refluxed for 2 h before cooling to room temperature. We strictly controlled the amount of sodium oleate, oleic acid, and heating temperature to prepare MnIO with different shapes. For more details, see Supporting Methods and Table S1. Then the products were separated by centrifugation, washed with ethanol for three times, and dispersed in hexane for further use. The synthesis of IO spheres is similar to the protocol except that manganese oleate was not used as one of the precursors","Polyol",,,,"",,"","https://pubs.acs.org/doi/suppl/10.1021/acsnano.8b01048/suppl_file/nn8b01048_si_001.pdf",,"","Mn0.43Fe2.57O4",,"TEM",,"",,"25",,,,"Tetrahedron","","","",,,,,,"","","",,,,,,,,,,"300","50","77.5","9","0.5",,,,,,,,,"",,,,,,,,,,,,,,,,"1.5","45.9","508.9",,,,,,,,,,,,,
,"https://doi.org/10.1021/acsnano.8b01048",,,"Mn0.43Fe2.57O4","Sodium citrate","","","29.32",,"We used a modified one-pot synthesis method57 to prepare MnIO (Mn:Fe = 1:6) NPs. 0.903 g of iron oleate, 0.104 g of manganese oleate, and 0.186 mL of oleic acid were mixed in 15 mL of 1-octadecene. The mixture was heated and refluxed for 2 h before cooling to room temperature. We strictly controlled the amount of sodium oleate, oleic acid, and heating temperature to prepare MnIO with different shapes. For more details, see Supporting Methods and Table S1. Then the products were separated by centrifugation, washed with ethanol for three times, and dispersed in hexane for further use. The synthesis of IO spheres is similar to the protocol except that manganese oleate was not used as one of the precursors","Polyol",,,,"",,"","https://pubs.acs.org/doi/suppl/10.1021/acsnano.8b01048/suppl_file/nn8b01048_si_001.pdf",,"","Mn0.43Fe2.57O4",,"TEM",,"",,"25",,,,"Tetrahedron","","","",,,,,,"","","",,,,,,,,,,"300","50","77.5","9","0.5",,,,,,,,,"",,,,,,,,,,,,,,,,"7",,"660.4",,,,,,,,,,,,,
,"https://doi.org/10.1021/acsnano.8b01048",,,"Mn0.43Fe2.57O4","Sodium citrate","","","35.51",,"We used a modified one-pot synthesis method57 to prepare MnIO (Mn:Fe = 1:6) NPs. 0.903 g of iron oleate, 0.104 g of manganese oleate, and 0.186 mL of oleic acid were mixed in 15 mL of 1-octadecene. The mixture was heated and refluxed for 2 h before cooling to room temperature. We strictly controlled the amount of sodium oleate, oleic acid, and heating temperature to prepare MnIO with different shapes. For more details, see Supporting Methods and Table S1. Then the products were separated by centrifugation, washed with ethanol for three times, and dispersed in hexane for further use. The synthesis of IO spheres is similar to the protocol except that manganese oleate was not used as one of the precursors","Polyol",,,,"",,"","https://pubs.acs.org/doi/suppl/10.1021/acsnano.8b01048/suppl_file/nn8b01048_si_001.pdf",,"","Mn0.43Fe2.57O4",,"TEM",,"",,"13.5",,,,"Rhombohedron","","","",,,,,,"","","",,,,,,,,,,"300","50","78.9","10","1.2",,,,,,,,,"",,,,,,,,,,,,,,,,"0.5","39.2","573.5",,,,,,,,,,,,,
,"https://doi.org/10.1021/acsnano.8b01048",,,"Mn0.43Fe2.57O4","Sodium citrate","","","35.51",,"We used a modified one-pot synthesis method57 to prepare MnIO (Mn:Fe = 1:6) NPs. 0.903 g of iron oleate, 0.104 g of manganese oleate, and 0.186 mL of oleic acid were mixed in 15 mL of 1-octadecene. The mixture was heated and refluxed for 2 h before cooling to room temperature. We strictly controlled the amount of sodium oleate, oleic acid, and heating temperature to prepare MnIO with different shapes. For more details, see Supporting Methods and Table S1. Then the products were separated by centrifugation, washed with ethanol for three times, and dispersed in hexane for further use. The synthesis of IO spheres is similar to the protocol except that manganese oleate was not used as one of the precursors","Polyol",,,,"",,"","https://pubs.acs.org/doi/suppl/10.1021/acsnano.8b01048/suppl_file/nn8b01048_si_001.pdf",,"","Mn0.43Fe2.57O4",,"TEM",,"",,"13.5",,,,"Rhombohedron","","","",,,,,,"","","",,,,,,,,,,"300","50","78.9","10","1.2",,,,,,,,,"",,,,,,,,,,,,,,,,"1.5","44.6","772.6",,,,,,,,,,,,,
,"https://doi.org/10.1021/acsnano.8b01048",,,"Mn0.43Fe2.57O4","Sodium citrate","","","35.51",,"We used a modified one-pot synthesis method57 to prepare MnIO (Mn:Fe = 1:6) NPs. 0.903 g of iron oleate, 0.104 g of manganese oleate, and 0.186 mL of oleic acid were mixed in 15 mL of 1-octadecene. The mixture was heated and refluxed for 2 h before cooling to room temperature. We strictly controlled the amount of sodium oleate, oleic acid, and heating temperature to prepare MnIO with different shapes. For more details, see Supporting Methods and Table S1. Then the products were separated by centrifugation, washed with ethanol for three times, and dispersed in hexane for further use. The synthesis of IO spheres is similar to the protocol except that manganese oleate was not used as one of the precursors","Polyol",,,,"",,"","https://pubs.acs.org/doi/suppl/10.1021/acsnano.8b01048/suppl_file/nn8b01048_si_001.pdf",,"","Mn0.43Fe2.57O4",,"TEM",,"",,"13.5",,,,"Rhombohedron","","","",,,,,,"","","",,,,,,,,,,"300","50","78.9","10","1.2",,,,,,,,,"",,,,,,,,,,,,,,,,"7",,"955.6",,,,,,,,,,,,,
,"https://doi.org/10.1021/acsnano.8b01048",,,"Mn0.43Fe2.57O4","Sodium citrate","","","38.94",,"We used a modified one-pot synthesis method57 to prepare MnIO (Mn:Fe = 1:6) NPs. 0.903 g of iron oleate, 0.104 g of manganese oleate, and 0.186 mL of oleic acid were mixed in 15 mL of 1-octadecene. The mixture was heated and refluxed for 2 h before cooling to room temperature. We strictly controlled the amount of sodium oleate, oleic acid, and heating temperature to prepare MnIO with different shapes. For more details, see Supporting Methods and Table S1. Then the products were separated by centrifugation, washed with ethanol for three times, and dispersed in hexane for further use. The synthesis of IO spheres is similar to the protocol except that manganese oleate was not used as one of the precursors","Polyol",,,,"",,"","https://pubs.acs.org/doi/suppl/10.1021/acsnano.8b01048/suppl_file/nn8b01048_si_001.pdf",,"","Mn0.43Fe2.57O4",,"TEM",,"",,"30",,,,"Octapod","","","",,,,,,"","","",,,,,,,,,,"300","50","81.1","12","1.9",,,,,,,,,"",,,,,,,,,,,,,,,,"0.5","56.4","109.6",,,,,,,,,,,,,
,"https://doi.org/10.1021/acsnano.8b01048",,,"Mn0.43Fe2.57O4","Sodium citrate","","","38.94",,"We used a modified one-pot synthesis method57 to prepare MnIO (Mn:Fe = 1:6) NPs. 0.903 g of iron oleate, 0.104 g of manganese oleate, and 0.186 mL of oleic acid were mixed in 15 mL of 1-octadecene. The mixture was heated and refluxed for 2 h before cooling to room temperature. We strictly controlled the amount of sodium oleate, oleic acid, and heating temperature to prepare MnIO with different shapes. For more details, see Supporting Methods and Table S1. Then the products were separated by centrifugation, washed with ethanol for three times, and dispersed in hexane for further use. The synthesis of IO spheres is similar to the protocol except that manganese oleate was not used as one of the precursors","Polyol",,,,"",,"","https://pubs.acs.org/doi/suppl/10.1021/acsnano.8b01048/suppl_file/nn8b01048_si_001.pdf",,"","Mn0.43Fe2.57O4",,"TEM",,"",,"30",,,,"Octapod","","","",,,,,,"","","",,,,,,,,,,"300","50","81.1","12","1.9",,,,,,,,,"",,,,,,,,,,,,,,,,"1.5","46.9","152.2",,,,,,,,,,,,,
,"https://doi.org/10.1021/acsnano.8b01048",,,"Mn0.43Fe2.57O4","Sodium citrate","","","38.94",,"We used a modified one-pot synthesis method57 to prepare MnIO (Mn:Fe = 1:6) NPs. 0.903 g of iron oleate, 0.104 g of manganese oleate, and 0.186 mL of oleic acid were mixed in 15 mL of 1-octadecene. The mixture was heated and refluxed for 2 h before cooling to room temperature. We strictly controlled the amount of sodium oleate, oleic acid, and heating temperature to prepare MnIO with different shapes. For more details, see Supporting Methods and Table S1. Then the products were separated by centrifugation, washed with ethanol for three times, and dispersed in hexane for further use. The synthesis of IO spheres is similar to the protocol except that manganese oleate was not used as one of the precursors","Polyol",,,,"",,"","https://pubs.acs.org/doi/suppl/10.1021/acsnano.8b01048/suppl_file/nn8b01048_si_001.pdf",,"","Mn0.43Fe2.57O4",,"TEM",,"",,"30",,,,"Octapod","","","",,,,,,"","","",,,,,,,,,,"300","50","81.1","12","1.9",,,,,,,,,"",,,,,,,,,,,,,,,,"7",,"215.8",,,,,,,,,,,,,
,"https://doi.org/10.1021/nl3010308",,,"Fe3O4","PEG-phospolipid","","","43",,"Synthesis of ferrimagnetic iron oxide nanocubes was performed according to the previous report.1 Iron (III) acetylacetonate (0.706 g, 2 mmol, Acros, 99%) was added to a mixture composed of oleic acid (1.27 g, 4 mmol, Aldrich, 90%), 4-biphenylcarboxylic acid (0.4 g, Acros, 95%), and benzyl ether (10.40 g, 10 ml, Aldrich, 99%,). The mixture solution was degassed at room temperature for 1 hour. The solution was then heated to 290 oC at the heating rate of 20 oC/min with vigorous magnetic stirring to prevent aggregation. The reaction mixture was maintained at this temperature for 30 minutes. After cooling the solution to room temperature, ethanol or acetone was added to the solution. The solution was then centrifuged at 1700 rpm for 10 minutes to precipitate the particles. The separated precipitate was dispersed in nonpolar solvent such as chloroform and n-hexane (10 ml).
The resulting nanoparticles were then encapsulated by PEG-phospholipid shell to endow them with biocompatibility and water-dispersibility.2 Typically, 2 ml of the organic dispersible FIONs in CHCl3 (5 mg/ml) was mixed with 1 ml of CHCl3 containing 10 mg of 1, 2-distearoyl-sn-glycero-3- phosphoethanolamine-N-[methoxy(polyethylene glycol)-2000] (PEG-phospholipid, Avanti Polar Lipids, Inc.). After evaporating the solvent, the resulting mixture was incubated at 80 oC in vacuum for 1 hr. Subsequently 2 ml of sterilized water was added and sonicated to disperse the nanoparticles. Excess PEG-phospholipid was removed by ultracentrifugation at 20,000 RPM for 1 hr. After ultracentrifugation, the WFIONs dispersion was filtered through a cellulose acetate syringe filter (Advantec, Japan) to remove any aggregates or contaminants.","Polyol",,,,"",,"","https://doi.org/10.1021/ja8086906",,"","",,"TEM","200","",,"22","22","22","22","Cubic","","","",,,,,,"MTT","B16F10","","83",,,,,,,,,"300","3","108","14","5",,,,,,,,,"",,,,,,,,,,,,,,,,"3",,"761",,,,,,,,,,,,,
,"https://doi.org/10.1021/nl3010308",,,"Fe3O4","PEG-phospolipid","","","45",,"Synthesis of ferrimagnetic iron oxide nanocubes was performed according to the previous report.1 Iron (III) acetylacetonate (0.706 g, 2 mmol, Acros, 99%) was added to a mixture composed of oleic acid (1.27 g, 4 mmol, Aldrich, 90%), 4-biphenylcarboxylic acid (0.4 g, Acros, 95%), and benzyl ether (10.40 g, 10 ml, Aldrich, 99%,). The mixture solution was degassed at room temperature for 1 hour. The solution was then heated to 290 oC at the heating rate of 20 oC/min with vigorous magnetic stirring to prevent aggregation. The reaction mixture was maintained at this temperature for 30 minutes. After cooling the solution to room temperature, ethanol or acetone was added to the solution. The solution was then centrifuged at 1700 rpm for 10 minutes to precipitate the particles. The separated precipitate was dispersed in nonpolar solvent such as chloroform and n-hexane (10 ml).
The resulting nanoparticles were then encapsulated by PEG-phospholipid shell to endow them with biocompatibility and water-dispersibility.2 Typically, 2 ml of the organic dispersible FIONs in CHCl3 (5 mg/ml) was mixed with 1 ml of CHCl3 containing 10 mg of 1, 2-distearoyl-sn-glycero-3- phosphoethanolamine-N-[methoxy(polyethylene glycol)-2000] (PEG-phospholipid, Avanti Polar Lipids, Inc.). After evaporating the solvent, the resulting mixture was incubated at 80 oC in vacuum for 1 hr. Subsequently 2 ml of sterilized water was added and sonicated to disperse the nanoparticles. Excess PEG-phospholipid was removed by ultracentrifugation at 20,000 RPM for 1 hr. After ultracentrifugation, the WFIONs dispersion was filtered through a cellulose acetate syringe filter (Advantec, Japan) to remove any aggregates or contaminants.","Polyol",,,,"",,"","https://doi.org/10.1021/ja8086906",,"","",,"TEM","200","",,"28","28","28","28","Cubic","","","",,,,,,"MTT","B16F10","","83",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,"3",,"740",,,,,,,,,,,,,
,"https://doi.org/10.1021/nl3010308",,,"Fe3O4","PEG-phospolipid","","","101",,"Synthesis of ferrimagnetic iron oxide nanocubes was performed according to the previous report.1 Iron (III) acetylacetonate (0.706 g, 2 mmol, Acros, 99%) was added to a mixture composed of oleic acid (1.27 g, 4 mmol, Aldrich, 90%), 4-biphenylcarboxylic acid (0.4 g, Acros, 95%), and benzyl ether (10.40 g, 10 ml, Aldrich, 99%,). The mixture solution was degassed at room temperature for 1 hour. The solution was then heated to 290 oC at the heating rate of 20 oC/min with vigorous magnetic stirring to prevent aggregation. The reaction mixture was maintained at this temperature for 30 minutes. After cooling the solution to room temperature, ethanol or acetone was added to the solution. The solution was then centrifuged at 1700 rpm for 10 minutes to precipitate the particles. The separated precipitate was dispersed in nonpolar solvent such as chloroform and n-hexane (10 ml).
The resulting nanoparticles were then encapsulated by PEG-phospholipid shell to endow them with biocompatibility and water-dispersibility.2 Typically, 2 ml of the organic dispersible FIONs in CHCl3 (5 mg/ml) was mixed with 1 ml of CHCl3 containing 10 mg of 1, 2-distearoyl-sn-glycero-3- phosphoethanolamine-N-[methoxy(polyethylene glycol)-2000] (PEG-phospholipid, Avanti Polar Lipids, Inc.). After evaporating the solvent, the resulting mixture was incubated at 80 oC in vacuum for 1 hr. Subsequently 2 ml of sterilized water was added and sonicated to disperse the nanoparticles. Excess PEG-phospholipid was removed by ultracentrifugation at 20,000 RPM for 1 hr. After ultracentrifugation, the WFIONs dispersion was filtered through a cellulose acetate syringe filter (Advantec, Japan) to remove any aggregates or contaminants.","Polyol",,,,"",,"","https://doi.org/10.1021/ja8086906",,"","",,"TEM","200","",,"32","32","32","32","Cubic","","","",,,,,,"MTT","B16F10","","83",,,,,,,,,"300","3","108",,,,,,,,,,,"",,,,,,,,,,,,,,,,"3",,"532",,,,,,,,,,,,,
,"https://doi.org/10.1021/nl3010308",,,"Fe3O4","PEG-phospolipid","","","122",,"Synthesis of ferrimagnetic iron oxide nanocubes was performed according to the previous report.1 Iron (III) acetylacetonate (0.706 g, 2 mmol, Acros, 99%) was added to a mixture composed of oleic acid (1.27 g, 4 mmol, Aldrich, 90%), 4-biphenylcarboxylic acid (0.4 g, Acros, 95%), and benzyl ether (10.40 g, 10 ml, Aldrich, 99%,). The mixture solution was degassed at room temperature for 1 hour. The solution was then heated to 290 oC at the heating rate of 20 oC/min with vigorous magnetic stirring to prevent aggregation. The reaction mixture was maintained at this temperature for 30 minutes. After cooling the solution to room temperature, ethanol or acetone was added to the solution. The solution was then centrifuged at 1700 rpm for 10 minutes to precipitate the particles. The separated precipitate was dispersed in nonpolar solvent such as chloroform and n-hexane (10 ml).
The resulting nanoparticles were then encapsulated by PEG-phospholipid shell to endow them with biocompatibility and water-dispersibility.2 Typically, 2 ml of the organic dispersible FIONs in CHCl3 (5 mg/ml) was mixed with 1 ml of CHCl3 containing 10 mg of 1, 2-distearoyl-sn-glycero-3- phosphoethanolamine-N-[methoxy(polyethylene glycol)-2000] (PEG-phospholipid, Avanti Polar Lipids, Inc.). After evaporating the solvent, the resulting mixture was incubated at 80 oC in vacuum for 1 hr. Subsequently 2 ml of sterilized water was added and sonicated to disperse the nanoparticles. Excess PEG-phospholipid was removed by ultracentrifugation at 20,000 RPM for 1 hr. After ultracentrifugation, the WFIONs dispersion was filtered through a cellulose acetate syringe filter (Advantec, Japan) to remove any aggregates or contaminants.","Polyol",,,,"",,"","https://doi.org/10.1021/ja8086906",,"","",,"TEM","200","",,"42","42","42","42","Cubic","","","",,,,,,"MTT","B16F10","","83",,,,,,,,,"300","3","120",,,,,,,,,,,"",,,,,,,,,,,,,,,,"3",,"343",,,,,,,,,,,,,
,"https://doi.org/10.1021/nl3010308",,,"Fe3O4","PEG-phospolipid","","","130",,"Synthesis of ferrimagnetic iron oxide nanocubes was performed according to the previous report.1 Iron (III) acetylacetonate (0.706 g, 2 mmol, Acros, 99%) was added to a mixture composed of oleic acid (1.27 g, 4 mmol, Aldrich, 90%), 4-biphenylcarboxylic acid (0.4 g, Acros, 95%), and benzyl ether (10.40 g, 10 ml, Aldrich, 99%,). The mixture solution was degassed at room temperature for 1 hour. The solution was then heated to 290 oC at the heating rate of 20 oC/min with vigorous magnetic stirring to prevent aggregation. The reaction mixture was maintained at this temperature for 30 minutes. After cooling the solution to room temperature, ethanol or acetone was added to the solution. The solution was then centrifuged at 1700 rpm for 10 minutes to precipitate the particles. The separated precipitate was dispersed in nonpolar solvent such as chloroform and n-hexane (10 ml).
The resulting nanoparticles were then encapsulated by PEG-phospholipid shell to endow them with biocompatibility and water-dispersibility.2 Typically, 2 ml of the organic dispersible FIONs in CHCl3 (5 mg/ml) was mixed with 1 ml of CHCl3 containing 10 mg of 1, 2-distearoyl-sn-glycero-3- phosphoethanolamine-N-[methoxy(polyethylene glycol)-2000] (PEG-phospholipid, Avanti Polar Lipids, Inc.). After evaporating the solvent, the resulting mixture was incubated at 80 oC in vacuum for 1 hr. Subsequently 2 ml of sterilized water was added and sonicated to disperse the nanoparticles. Excess PEG-phospholipid was removed by ultracentrifugation at 20,000 RPM for 1 hr. After ultracentrifugation, the WFIONs dispersion was filtered through a cellulose acetate syringe filter (Advantec, Japan) to remove any aggregates or contaminants.","Polyol",,,,"",,"","https://doi.org/10.1021/ja8086906",,"","",,"TEM","200","",,"49","49","49","49","Cubic","","","",,,,,,"MTT","B16F10","","83",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,"3",,"296",,,,,,,,,,,,,
,"https://doi.org/10.1002/adma.200401904",,,"Fe3O4","DSPE-PEG5k","","","17",,"Syntheses of Magnetite Nanoparticles: Following reported proce-dures by Sun et al. [11,12], we first synthesized the 4 nm magnetite(Fe3O4) nanoparticles. Briefly, Fe(acac)3(2 mmol; acac = acetylaceto-nate) was mixed in phenyl ether (20 mL) with 1,2-hexadecanediol(10 mmol), oleic acid (6 mmol), and oleylamine (6 mmol) under ni-trogen. The mixture was then heated to reflux (265C) for 30 min.After cooling to room temperature, the solution was treated with eth-anol under air to yield a dark-brown precipitate. The product was re-suspended in hexane in the presence of oleic acid and oleylamine andreprecipitated wit het hanol to give 4 nm Fe3O4nanoparticles. The6nmFe3O4nanoparticles were synthesized by replacing phenyl ethersolvent with benzyl ether (20 mL) and heating to reflux (~300C) un-der nitrogen for 1 h. We used 6 nm Fe3O4nanoparticles as seeds tosynthesize larger monodisperse magnetite nanoparticles of 8 and16 nm in diameter following the procedure by Sun et al. [12].Synthesis o fDiblock PCL5k-b-PEG5k Copolymer: A detailed syn-thetic procedure for PCL-b-PEG copolymers was described in a re-cent publication from our lab [7]. Briefly, ring-opening polymerizationofe-caprolactone using monomethoxy poly(ethylene glycol) (5 kDa)as a macroinitiator and Sn(Oct)2as a catalyst was carried out at115C for 24 h. After synthesis, the copolymer was dissolved in tetra-hydrofuran (THF) and precipitated with the addition of hexane (95 %yield). The resulting copolymer was characterized by gel permeationchromatography (GPC, PLgel 5lm Mixed-D 300 7.5 mm column,Polymer Laboratories) wit hTHF as an eluent (1 mLmin±1). The de-gree of polymerization of the PCL block was calculated by comparingintegrals of characteristic peaks of the PCL block at~2.25 ppm (trip-let, ±C(­O)±CH2±) and PEG block at 3.35 ppm (singlet, ±OCH3)inthe1HNMR spectrum (Varian 600 MHz spectrometer). Bot hGPCand1HNMR data confirmed the PCL5k-b-PEG5k composition andmolecular weight.measurements were conducted within two weeks","",,,,"",,"","",,"","",,"TEM",,"",,"4",,,,"Micelle","!Micelle consist of 4 nm size NPs","","",,,,,,"","","",,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,"1.5","1.3","25.1",,,,,,,,,,,,,
,"https://doi.org/10.1002/adma.200401904",,,"Fe3O4","PCL5k-b-PEG5k","","","75",,"Syntheses of Magnetite Nanoparticles: Following reported proce-dures by Sun et al. [11,12], we first synthesized the 4 nm magnetite(Fe3O4) nanoparticles. Briefly, Fe(acac)3(2 mmol; acac = acetylaceto-nate) was mixed in phenyl ether (20 mL) with 1,2-hexadecanediol(10 mmol), oleic acid (6 mmol), and oleylamine (6 mmol) under ni-trogen. The mixture was then heated to reflux (265C) for 30 min.After cooling to room temperature, the solution was treated with eth-anol under air to yield a dark-brown precipitate. The product was re-suspended in hexane in the presence of oleic acid and oleylamine andreprecipitated wit het hanol to give 4 nm Fe3O4nanoparticles. The6nmFe3O4nanoparticles were synthesized by replacing phenyl ethersolvent with benzyl ether (20 mL) and heating to reflux (~300C) un-der nitrogen for 1 h. We used 6 nm Fe3O4nanoparticles as seeds tosynthesize larger monodisperse magnetite nanoparticles of 8 and16 nm in diameter following the procedure by Sun et al. [12].Synthesis o fDiblock PCL5k-b-PEG5k Copolymer: A detailed syn-thetic procedure for PCL-b-PEG copolymers was described in a re-cent publication from our lab [7]. Briefly, ring-opening polymerizationofe-caprolactone using monomethoxy poly(ethylene glycol) (5 kDa)as a macroinitiator and Sn(Oct)2as a catalyst was carried out at115C for 24 h. After synthesis, the copolymer was dissolved in tetra-hydrofuran (THF) and precipitated with the addition of hexane (95 %yield). The resulting copolymer was characterized by gel permeationchromatography (GPC, PLgel 5lm Mixed-D 300 7.5 mm column,Polymer Laboratories) wit hTHF as an eluent (1 mLmin±1). The de-gree of polymerization of the PCL block was calculated by comparingintegrals of characteristic peaks of the PCL block at~2.25 ppm (trip-let, ±C(­O)±CH2±) and PEG block at 3.35 ppm (singlet, ±OCH3)inthe1HNMR spectrum (Varian 600 MHz spectrometer). Bot hGPCand1HNMR data confirmed the PCL5k-b-PEG5k composition andmolecular weight.measurements were conducted within two weeks","",,,,"",,"","",,"","",,"TEM",,"",,"4",,,,"Micelle","!Micelle consist of 4 nm size NPs","","",,,,,,"","","",,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,"1.5","2.9","169",,,,,,,,,,,,,
,"https://doi.org/10.1002/adma.200401904",,,"Fe3O4","PCL5k-b-PEG5k","","","97.6",,"Syntheses of Magnetite Nanoparticles: Following reported proce-dures by Sun et al. [11,12], we first synthesized the 4 nm magnetite(Fe3O4) nanoparticles. Briefly, Fe(acac)3(2 mmol; acac = acetylaceto-nate) was mixed in phenyl ether (20 mL) with 1,2-hexadecanediol(10 mmol), oleic acid (6 mmol), and oleylamine (6 mmol) under ni-trogen. The mixture was then heated to reflux (265C) for 30 min.After cooling to room temperature, the solution was treated with eth-anol under air to yield a dark-brown precipitate. The product was re-suspended in hexane in the presence of oleic acid and oleylamine andreprecipitated wit het hanol to give 4 nm Fe3O4nanoparticles. The6nmFe3O4nanoparticles were synthesized by replacing phenyl ethersolvent with benzyl ether (20 mL) and heating to reflux (~300C) un-der nitrogen for 1 h. We used 6 nm Fe3O4nanoparticles as seeds tosynthesize larger monodisperse magnetite nanoparticles of 8 and16 nm in diameter following the procedure by Sun et al. [12].Synthesis o fDiblock PCL5k-b-PEG5k Copolymer: A detailed syn-thetic procedure for PCL-b-PEG copolymers was described in a re-cent publication from our lab [7]. Briefly, ring-opening polymerizationofe-caprolactone using monomethoxy poly(ethylene glycol) (5 kDa)as a macroinitiator and Sn(Oct)2as a catalyst was carried out at115C for 24 h. After synthesis, the copolymer was dissolved in tetra-hydrofuran (THF) and precipitated with the addition of hexane (95 %yield). The resulting copolymer was characterized by gel permeationchromatography (GPC, PLgel 5lm Mixed-D 300 7.5 mm column,Polymer Laboratories) wit hTHF as an eluent (1 mLmin±1). The de-gree of polymerization of the PCL block was calculated by comparingintegrals of characteristic peaks of the PCL block at~2.25 ppm (trip-let, ±C(­O)±CH2±) and PEG block at 3.35 ppm (singlet, ±OCH3)inthe1HNMR spectrum (Varian 600 MHz spectrometer). Bot hGPCand1HNMR data confirmed the PCL5k-b-PEG5k composition andmolecular weight.measurements were conducted within two weeks","",,,,"",,"","",,"","",,"TEM",,"",,"8",,,,"Micelle","!Micelle consist of 8 nm size NPs","","",,,,,,"","","",,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,"1.5","1.6","318",,,,,,,,,,,,,
